,-277,803,272
29685,-131,-605,215
29690,200,-553,271
29695,-217,281,249
29700,-19,694,252
29705,-43,68,265
29710,-88,-731,175
29715,184,-431,286
29720,-208,498,256
29725,25,620,267
29730,-44,-110,279
29735,0,-744,197
29740,100,-293,300
29745,-211,605,250
29750,33,443,254
29755,-144,-312,294
29760,55,-655,225
29765,-30,-85,260
29770,-135,650,245
29775,-3,289,232
29780,-3,289,232
29785,-152,-502,257
29790,132,-539,264
29795,-129,119,234
29800,-43,661,249
29805,-42,168,245
29810,-116,-643,203
29815,190,-498,278
29820,-178,334,256
29825,18,658,258
29830,-59,24,276
29835,-65,-724,185
29840,143,-405,306
29845,-221,518,252
29850,24,581,267
29855,-55,-127,284
29860,5,-721,201
29865,60,-254,285
29870,-191,585,250
29875,26,419,248
29880,-135,-297,292
29885,53,-648,224
29890,-14,-103,263
29895,-129,616,242
29900,-5,279,226
29905,-141,-461,270
29910,121,-546,253
29915,-160,85,241
29920,-34,634,250
29925,-21,213,259
29930,-117,-583,214
29935,188,-493,268
29940,-183,241,251
29945,4,610,249
29950,-75,113,242
29955,-75,-648,201
29960,176,-442,283
29965,-179,363,259
29970,28,609,261
29975,-66,9,274
29980,-56,-683,190
29985,110,-362,307
29990,-202,457,250
29995,56,522,271
30000,-65,-86,285
30005,-4,-696,200
30010,60,-260,283
30015,-167,481,244
[FEATURES] f0=-33190 f1=106370 f2=111427 f3=-242000 f4=200000 f5=442000 f6=85716 f7=-24795 f8=483291 f9=483927 f10=-756000 f11=694000 f12=1450000 f13=431541 f14=252045 f15=29853 f16=253806 f17=175000 f18=314000 f19=139000 f20=22735
[SCALED_FEATURES] f0=-920 f1=841 f2=843 f3=-1186 f4=1165 f5=1194 f6=751 f7=-2364 f8=1781 f9=1785 f10=-2047 f11=1774 f12=1913 f13=1745 f14=-584 f15=-370 f16=-499 f17=63 f18=-411 f19=-254 f20=-415
[FEATURES_X] mean=-33190 std=106370 rms=111427 min=-242000 max=200000 p2p=442000 mad=85716
[FEATURES_Y] mean=-24795 std=483291 rms=483927 min=-756000 max=694000 p2p=1450000 mad=431541
[FEATURES_Z] mean=252045 std=29853 rms=253806 min=175000 max=314000 p2p=139000 mad=22735
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-5740,8429,-3664,975]
[CLASS_STATS] condition=rotor_unbalance total_windows=30
predicted_count=[0,30,0,0]
correct_windows=30
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=970
30120,-38,547,262
30123,-44,232,241
30125,-44,232,241
30128,-117,-394,270
30131,-117,-394,270
30133,97,-521,243
30136,97,-521,243
30139,-95,62,258
30141,-95,62,258
30144,-15,537,266
30146,-15,537,266
30149,-50,215,237
30151,-50,215,237
30154,-109,-401,267
30157,-109,-401,267
30159,99,-501,248
30162,99,-501,248
30164,-117,87,260
30167,-117,87,260
30170,0,530,264
30172,0,530,264
30174,-53,204,236
30177,-53,204,236
30180,-95,-401,271
30182,-95,-401,271
30185,103,-498,253
30188,103,-498,253
30190,-108,86,258
30193,-108,86,258
30195,1,529,265
30198,1,529,265
30200,-60,198,239
30203,-60,198,239
30205,-93,-404,269
30208,-93,-404,269
30211,103,-492,246
30213,103,-492,246
30216,-102,92,253
30218,-102,92,253
30221,2,522,267
30223,2,522,267
30226,-57,189,240
30230,-93,-392,269
30235,97,-488,248
30240,-119,98,253
30245,3,521,264
30250,-58,192,236
30255,-95,-398,270
30260,95,-492,249
30265,-122,89,250
30270,2,519,263
30275,-59,196,238
30280,-95,-394,270
30285,95,-498,244
30290,-111,77,249
30295,-7,513,263
30300,-61,197,238
30305,-99,-395,266
30310,-99,-395,266
30315,98,-500,240
30320,-107,68,251
30325,-2,498,267
30330,-58,202,241
30335,-95,-378,265
30340,94,-493,241
30345,-127,54,243
30350,-9,492,262
30355,-58,220,238
30360,-93,-338,267
30365,85,-517,244
30370,-110,32,242
30375,-15,482,265
30380,-51,236,243
30385,-83,-305,263
30390,76,-534,237
30395,-94,1,240
30400,-17,466,266
30405,-54,262,237
30410,-78,-246,265
30415,58,-556,230
30420,-85,-20,236
30425,-29,451,265
30430,-57,290,249
30435,-77,-214,275
30440,49,-563,226
30445,-60,-56,249
30450,-45,436,261
30455,-49,318,255
30460,-80,-177,293
30465,36,-570,220
30470,-59,-78,254
30475,-60,410,262
30480,-24,340,259
30485,-78,-140,312
30490,15,-569,218
30495,-54,-109,270
30500,-61,369,268
30505,-10,372,263
30510,-62,-103,308
30515,2,-563,219
30520,-52,-135,281
30525,-70,335,267
30530,-21,409,260
30535,-59,-38,257
30540,-9,-566,215
30545,-4,-178,283
30550,-97,316,265
30555,-14,426,254
30560,-78,-6,243
30565,-17,-566,208
30570,43,-210,287
30575,43,-210,287
30580,-112,285,263
30585,6,436,254
30590,-86,21,247
30595,-32,-561,207
30600,58,-250,290
30605,-101,249,256
30610,17,460,254
30615,-79,48,257
30620,-36,-553,210
30625,113,-301,292
30630,-108,214,254
30635,27,480,250
30640,-80,76,254
30645,-45,-538,221
30650,52,-328,307
30655,-124,190,245
30660,29,480,250
30665,-80,99,257
30670,-55,-511,215
30675,75,-350,311
30680,-130,171,243
30685,29,476,248
30690,-81,111,256
30695,-55,-502,220
30700,77,-373,299
30705,-141,155,246
30710,31,468,249
30715,-82,125,247
30720,-64,-484,225
30725,87,-389,292
30730,-138,126,238
30735,35,461,252
30740,-83,131,235
30745,-67,-473,235
30750,98,-413,275
30755,-142,107,237
30760,42,465,250
30765,-82,141,230
30770,-72,-438,253
30775,94,-442,261
30780,-118,81,242
30785,31,465,255
30790,-67,161,235
30795,-86,-398,262
30800,91,-468,246
30805,-114,58,239
30810,15,465,255
30815,-67,185,239
30820,-84,-344,262
30825,82,-496,235
30830,-121,29,229
30835,-1,461,256
30840,-1,461,256
30845,-60,222,240
30850,-77,-284,259
30855,76,-529,239
30860,-115,-2,227
30865,-6,450,259
30870,-60,258,247
30875,-75,-246,263
30880,69,-546,228
30885,-101,-36,229
30890,-20,428,265
30895,-59,293,249
30900,-81,-199,282
30905,52,-559,227
30910,-75,-60,240
30915,-45,419,258
30920,-43,320,261
30925,-83,-159,303
30930,35,-560,219
30935,-70,-85,258
30940,-52,395,267
30945,-22,353,261
30950,-75,-133,321
30955,10,-562,220
30960,-48,-112,273
30965,-55,361,268
30970,-18,391,261
30975,-51,-80,286
30980,-6,-567,217
30985,-29,-149,282
30990,-70,336,272
30995,-16,420,258
31000,-64,-32,247
31005,-12,-575,208
31010,-10,-185,287
31015,-99,314,267
[FEATURES] f0=-34450 f1=65706 f2=74189 f3=-142000 f4=113000 f5=255000 f6=54758 f7=-16870 f8=365499 f9=365888 f10=-575000 f11=547000 f12=1122000 f13=323259 f14=254100 f15=20142 f16=254897 f17=207000 f18=321000 f19=114000 f20=15381
[SCALED_FEATURES] f0=-1087 f1=53 f2=46 f3=-12 f4=204 f5=113 f6=42 f7=-1289 f8=1088 f9=1089 f10=-1271 f11=1175 f12=1225 f13=1043 f14=-350 f15=-536 f16=-459 f17=458 f18=-336 f19=-400 f20=-554
[FEATURES_X] mean=-34450 std=65706 rms=74189 min=-142000 max=113000 p2p=255000 mad=54758
[FEATURES_Y] mean=-16870 std=365499 rms=365888 min=-575000 max=547000 p2p=1122000 mad=323259
[FEATURES_Z] mean=254100 std=20142 rms=254897 min=207000 max=321000 p2p=114000 mad=15381
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-2120,5549,-3752,323]
[CLASS_STATS] condition=rotor_unbalance total_windows=31
predicted_count=[0,31,0,0]
correct_windows=31
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
31119,-125,164,245
31122,25,460,251
31125,25,460,251
31127,-80,109,247
31130,-80,109,247
31132,-59,-491,221
31135,-59,-491,221
31138,58,-358,298
31140,58,-358,298
31143,-133,129,244
31145,-133,129,244
31148,31,454,253
31150,31,454,253
31153,-77,123,238
31155,-77,123,238
31158,-66,-470,235
31161,-66,-470,235
31163,102,-417,274
31166,102,-417,274
31169,-128,92,240
31171,-128,92,240
31174,41,458,253
31176,41,458,253
31179,-73,139,234
31181,-73,139,234
31184,-73,-415,250
31187,-73,-415,250
31189,86,-450,259
31192,86,-450,259
31194,-117,51,245
31197,-117,51,245
31200,20,455,248
31202,20,455,248
31204,-69,173,236
31207,-69,173,236
31210,-78,-361,259
31212,-78,-361,259
31215,84,-480,244
31218,84,-480,244
31220,-112,13,235
31223,4,458,251
31225,4,458,251
31230,-61,210,239
31235,-78,-311,260
31240,81,-521,239
31245,-112,-13,232
31250,1,436,256
31255,-61,246,242
31260,-72,-256,267
31265,68,-543,231
31270,-106,-38,229
31275,-12,428,261
31280,-62,286,250
31285,-81,-211,278
31290,55,-556,225
31295,-94,-58,233
31300,-39,420,264
31305,-48,316,255
31310,-83,-170,295
31315,38,-562,223
31320,-76,-75,246
31325,-52,400,265
31330,-26,346,260
31335,-77,-142,321
31340,16,-566,219
31345,-70,-98,264
31350,-54,374,271
31355,-12,376,259
31360,-61,-107,309
31365,2,-570,217
31370,2,-570,217
31375,-43,-133,277
31380,-60,353,270
31385,-11,412,259
31390,-51,-52,262
31395,-6,-582,211
31400,-35,-160,284
31405,-83,337,271
31410,-6,436,262
31415,-68,-23,246
31420,-12,-586,210
31425,15,-193,287
31430,-107,314,265
31435,-12,446,257
31440,-84,0,242
31445,-23,-587,201
31450,23,-216,276
31455,-114,291,261
31460,8,447,251
31465,-91,8,248
31470,-23,-579,205
31475,95,-276,281
31480,-126,267,256
31485,20,449,249
31490,-89,26,247
31495,-32,-569,206
31500,154,-331,294
31505,-129,244,251
31510,27,452,253
31515,-84,35,255
31520,-24,-560,211
31525,77,-308,297
31530,-128,227,249
31535,33,455,248
31540,-83,53,255
31545,-34,-548,209
31550,132,-342,307
31555,-123,208,246
31560,36,464,250
31565,-79,72,255
31570,-37,-542,210
31575,93,-335,310
31580,-131,204,245
31585,33,476,247
31590,-84,83,256
31595,-35,-534,209
31600,95,-355,305
31605,-137,197,242
31610,35,483,248
31615,-85,95,255
31620,-47,-526,217
31625,89,-366,308
31630,-128,195,242
31635,-128,195,242
31640,34,489,249
31645,-84,101,256
31650,-48,-526,213
31655,96,-376,310
31660,-127,197,241
31665,36,493,248
31670,-86,105,263
31675,-43,-529,216
31680,98,-377,305
31685,-139,202,241
31690,37,500,257
31695,-83,108,257
31700,-43,-536,216
31705,116,-387,303
31710,-149,216,236
31715,43,493,256
31720,-80,96,260
31725,-44,-543,209
31730,117,-381,311
31735,-143,219,238
31740,46,493,250
31745,-78,87,262
31750,-42,-553,206
31755,117,-374,312
